xc yc W eW
-1.01 0.19 0.134483 0.0229368
-1.01 0.21 0.122677 0.0226273
-1.01 0.23 0.147287 0.0255922
-1.01 0.25 0.11828 0.0217735
-1.01 0.27 0.158537 0.0273245
-1.01 0.29 0.0966387 0.0211018
-1.01 0.31 0.127273 0.022841
-1.01 0.33 0.178295 0.0285355
-1.01 0.35 0.109848 0.0214895
-1.01 0.37 0.0977444 0.0200843
-1.01 0.39 0.149321 0.0278667
-1.01 0.41 0.111111 0.0217489
-1.01 0.43 0.128755 0.0249749
-1.01 0.45 0.106299 0.0215171
-1.01 0.47 0.164062 0.0273132
-1.01 0.49 0.143443 0.0259269
-1.01 0.51 0.105839 0.0206678
-1.01 0.53 0.104693 0.0204334
-1.01 0.55 0.0983051 0.019131
-1.01 0.57 0.11236 0.0216358
-1.01 0.59 0.13253 0.0245518
-1.01 0.61 0.140271 0.0269025
-1.01 0.63 0.0898438 0.0195572
-1.01 0.65 0.12253 0.0233163
-1.01 0.67 0.129167 0.0246518
-1.01 0.69 0.104167 0.0218915
-1.01 0.71 0.0984252 0.0206311
-1.01 0.73 0.110672 0.022042
-1.01 0.75 0.122951 0.0237876
-1.01 0.77 0.12987 0.0252036
-1.01 0.79 0.107407 0.0209889
-1.01 0.81 0.117371 0.0248136
-1.01 0.83 0.13242 0.0261673
-1.01 0.85 0.0932203 0.0207804
-0.99 -0.49 0.157205 0.0281852
-0.99 -0.47 0.177419 0.0290229
-0.99 -0.45 0.118056 0.0214081
-0.99 -0.43 0.125984 0.0236324
-0.99 -0.41 0.114391 0.0216885
-0.99 -0.39 0.0867925 0.0188665
-0.99 -0.37 0.151163 0.0259705
-0.99 -0.35 0.152985 0.0256548
-0.99 -0.33 0.147727 0.0253424
-0.99 -0.31 0.122302 0.0222203
-0.99 -0.29 0.132159 0.0256737
-0.99 -0.27 0.159851 0.0262533
-0.99 -0.25 0.113014 0.0207551
-0.99 -0.23 0.116129 0.0204478
-0.99 -0.21 0.133333 0.0236574
-0.99 -0.19 0.110294 0.0212183
-0.99 -0.17 0.137457 0.0231795
-0.99 -0.15 0.109091 0.0209755
-0.99 -0.13 0.118081 0.022072
-0.99 -0.11 0.131783 0.0240437
-0.99 -0.09 0.161702 0.028273
-0.99 -0.07 0.1 0.0198206
-0.99 -0.05 0.100719 0.0199697
-0.99 -0.03 0.147826 0.0271612
-0.99 -0.01 0.143396 0.0248739
-0.99 0.01 0.116466 0.0228519
-0.99 0.03 0.128205 0.0230179
-0.99 0.05 0.126531 0.0241205
-0.99 0.07 0.110701 0.0213005
-0.99 0.09 0.129032 0.0242369
-0.99 0.11 0.122744 0.0223049
-0.99 0.13 0.138889 0.0234357
-0.99 0.15 0.115942 0.0216514
-0.99 0.17 0.114815 0.021773
-0.99 0.19 0.115385 0.0212131
-0.99 0.21 0.117857 0.0216916
-0.99 0.23 0.142857 0.0244549
-0.99 0.25 0.0812721 0.0176216
-0.99 0.27 0.0945455 0.0193986
-0.99 0.29 0.116279 0.0224299
-0.99 0.31 0.086262 0.0173023
-0.99 0.33 0.11284 0.0221046
-0.99 0.35 0.147059 0.0249031
-0.99 0.37 0.091954 0.0196141
-0.99 0.39 0.107143 0.0216962
-0.99 0.41 0.12605 0.024421
-0.99 0.43 0.111111 0.0217489
-0.99 0.45 0.143369 0.0242392
-0.99 0.47 0.117871 0.0223831
-0.99 0.49 0.0976562 0.0204627
-0.99 0.51 0.158103 0.0269019
-0.99 0.53 0.120536 0.0245554
-0.99 0.55 0.115702 0.0230961
-0.99 0.57 0.11811 0.0228018
-0.99 0.59 0.107296 0.0225811
-0.99 0.61 0.0902256 0.0192301
-0.99 0.63 0.136546 0.0249651
-0.99 0.65 0.0970464 0.0211947
-0.99 0.67 0.100386 0.0206519
-0.99 0.69 0.114754 0.022897
-0.99 0.71 0.138528 0.0261297
-0.99 0.73 0.128 0.024032
-0.99 0.75 0.136546 0.0249651
-0.99 0.77 0.136029 0.0238356
-0.99 0.79 0.12766 0.0247504
-0.99 0.81 0.0964912 0.0215417
-0.99 0.83 0.134454 0.0253158
-0.99 0.85 0.126582 0.0245298
-0.97 -0.51 0.132576 0.0238486
-0.97 -0.49 0.125926 0.0229156
-0.97 -0.47 0.187755 0.0301701
-0.97 -0.45 0.118705 0.021856
-0.97 -0.43 0.095057 0.0198945
-0.97 -0.41 0.112281 0.0209333
-0.97 -0.39 0.14717 0.0252406
-0.97 -0.37 0.101124 0.0204215
-0.97 -0.35 0.0984252 0.0206311
-0.97 -0.33 0.130597 0.0234722
-0.97 -0.31 0.139442 0.0251598
-0.97 -0.29 0.110714 0.0209568
-0.97 -0.27 0.109023 0.02132
-0.97 -0.25 0.09375 0.0200136
-0.97 -0.23 0.0955631 0.018903
-0.97 -0.21 0.131673 0.0230279
-0.97 -0.19 0.108871 0.0220633
-0.97 -0.17 0.183036 0.0310916
-0.97 -0.15 0.0943396 0.0197379
-0.97 -0.13 0.0925926 0.0193569
-0.97 -0.11 0.152091 0.0258118
-0.97 -0.09 0.108108 0.0215065
-0.97 -0.07 0.102041 0.0214241
-0.97 -0.05 0.0961538 0.0183798
-0.97 -0.03 0.109489 0.0210558
-0.97 -0.01 0.125954 0.0232657
-0.97 0.01 0.122677 0.0226273
-0.97 0.03 0.0996564 0.0194059
-0.97 0.05 0.14966 0.0241915
-0.97 0.07 0.148594 0.0261809
-0.97 0.09 0.119231 0.0226552
-0.97 0.11 0.180328 0.0295351
-0.97 0.13 0.0905512 0.0197176
-0.97 0.15 0.115672 0.0219439
-0.97 0.17 0.0729927 0.0169069
-0.97 0.19 0.0985915 0.0195289
-0.97 0.21 0.150538 0.0249156
-0.97 0.23 0.159533 0.0268287
-0.97 0.25 0.0909091 0.0197987
-0.97 0.27 0.134328 0.0238444
-0.97 0.29 0.108696 0.0208957
-0.97 0.31 0.146154 0.0253828
-0.97 0.33 0.138996 0.0247237
-0.97 0.35 0.0988593 0.0203237
-0.97 0.37 0.115702 0.0230961
-0.97 0.39 0.0864662 0.0187928
-0.97 0.41 0.0673401 0.0155564
-0.97 0.43 0.109023 0.02132
-0.97 0.45 0.135135 0.0243365
-0.97 0.47 0.115044 0.0238245
-0.97 0.49 0.0905512 0.0197176
-0.97 0.51 0.146154 0.0253828
-0.97 0.53 0.109023 0.02132
-0.97 0.55 0.093985 0.0196605
-0.97 0.57 0.146552 0.0269121
-0.97 0.59 0.157258 0.0270892
-0.97 0.61 0.118959 0.0222449
-0.97 0.63 0.148148 0.0280621
-0.97 0.65 0.108108 0.0201175
-0.97 0.67 0.143443 0.0259269
-0.97 0.69 0.123016 0.0234139
-0.97 0.71 0.113043 0.0233892
-0.97 0.73 0.132841 0.0235649
-0.97 0.75 0.122449 0.0236852
-0.97 0.77 0.0891473 0.0193994
-0.97 0.79 0.108434 0.0219704
-0.97 0.81 0.0753968 0.0179374
-0.97 0.83 0.119342 0.0234463
-0.97 0.85 0.101124 0.0204215
-0.97 0.87 0.097561 0.0208634
-0.95 -0.53 0.143885 0.0243319
-0.95 -0.51 0.116105 0.0220304
-0.95 -0.49 0.108614 0.0212363
-0.95 -0.47 0.165975 0.0283372
-0.95 -0.45 0.134694 0.0249764
-0.95 -0.43 0.139241 0.0258712
-0.95 -0.41 0.11236 0.0216358
-0.95 -0.39 0.0915751 0.0191353
-0.95 -0.37 0.130112 0.0233799
-0.95 -0.35 0.129278 0.0235605
-0.95 -0.33 0.115108 0.0214876
-0.95 -0.31 0.170909 0.026976
-0.95 -0.29 0.134328 0.0238444
-0.95 -0.27 0.104418 0.0215206
-0.95 -0.25 0.144828 0.0239109
-0.95 -0.23 0.0912548 0.0194587
-0.95 -0.21 0.136 0.0248593
-0.95 -0.19 0.101961 0.0209908
-0.95 -0.17 0.106122 0.0218888
-0.95 -0.15 0.137795 0.0248446
-0.95 -0.13 0.0943396 0.0197379
-0.95 -0.11 0.130612 0.0245508
-0.95 -0.09 0.108614 0.0212363
-0.95 -0.07 0.170635 0.0281543
-0.95 -0.05 0.113971 0.0216047
-0.95 -0.03 0.126016 0.024017
-0.95 -0.01 0.121771 0.0224512
-0.95 0.01 0.130802 0.0249819
-0.95 0.03 0.102041 0.0214241
-0.95 0.05 0.139098 0.0244062
-0.95 0.07 0.105072 0.0205109
-0.95 0.09 0.115672 0.0219439
-0.95 0.11 0.0811808 0.0179966
-0.95 0.13 0.149123 0.027415
-0.95 0.15 0.113208 0.0218073
-0.95 0.17 0.106164 0.0200543
-0.95 0.19 0.141176 0.0251355
-0.95 0.21 0.106618 0.0208271
-0.95 0.23 0.183824 0.0282852
-0.95 0.25 0.16129 0.027482
-0.95 0.27 0.118367 0.0232448
-0.95 0.29 0.0945455 0.0193986
-0.95 0.31 0.12749 0.0239308
-0.95 0.33 0.116183 0.0231969
-0.95 0.35 0.142361 0.023763
-0.95 0.37 0.124528 0.0229877
-0.95 0.39 0.154812 0.0273501
-0.95 0.41 0.138577 0.0243092
-0.95 0.43 0.0956175 0.0204297
-0.95 0.45 0.106061 0.0210797
-0.95 0.47 0.110092 0.0236771
-0.95 0.49 0.117886 0.0231453
-0.95 0.51 0.12749 0.0239308
-0.95 0.53 0.124481 0.0241001
-0.95 0.55 0.120332 0.0236513
-0.95 0.57 0.12253 0.0233163
-0.95 0.59 0.120172 0.0240362
-0.95 0.61 0.130802 0.0249819
-0.95 0.63 0.130435 0.0241412
-0.95 0.65 0.130081 0.0244453
-0.95 0.67 0.125 0.0230797
-0.95 0.69 0.0962963 0.0197737
-0.95 0.71 0.118852 0.0233451
-0.95 0.73 0.146718 0.0254871
-0.95 0.75 0.105932 0.0222804
-0.95 0.77 0.0897959 0.0199856
-0.95 0.79 0.125 0.0238125
-0.95 0.81 0.114537 0.0237142
-0.95 0.83 0.12782 0.0232797
-0.95 0.85 0.109312 0.022157
-0.95 0.87 0.116071 0.0240483
-0.95 0.89 0.0873016 0.0194082
-0.93 -0.55 0.142292 0.0253466
-0.93 -0.53 0.143426 0.0255612
-0.93 -0.51 0.137546 0.0241175
-0.93 -0.49 0.156584 0.0253868
-0.93 -0.47 0.0984848 0.0202432
-0.93 -0.45 0.118467 0.0214867
-0.93 -0.43 0.143969 0.0253148
-0.93 -0.41 0.119522 0.0230889
-0.93 -0.39 0.131274 0.0239455
-0.93 -0.37 0.115385 0.0234519
-0.93 -0.35 0.135458 0.0247543
-0.93 -0.33 0.104478 0.0207502
-0.93 -0.31 0.129496 0.0229376
-0.93 -0.29 0.113537 0.0234965
-0.93 -0.27 0.123552 0.0231511
-0.93 -0.25 0.155235 0.0254442
-0.93 -0.23 0.141791 0.0245782
-0.93 -0.21 0.0989399 0.0196011
-0.93 -0.19 0.131274 0.0239455
-0.93 -0.17 0.120567 0.0218882
-0.93 -0.15 0.109155 0.0206471
-0.93 -0.13 0.127907 0.0236469
-0.93 -0.11 0.115942 0.0216514
-0.93 -0.09 0.142308 0.0250046
-0.93 -0.07 0.137931 0.0245227
-0.93 -0.05 0.117409 0.0230467
-0.93 -0.03 0.084507 0.017964
-0.93 -0.01 0.162362 0.0263893
-0.93 0.01 0.123016 0.0234139
-0.93 0.03 0.0927835 0.0186662
-0.93 0.05 0.111913 0.0211952
-0.93 0.07 0.14652 0.0248061
-0.93 0.09 0.16318 0.0281811
-0.93 0.11 0.123016 0.0234139
-0.93 0.13 0.157676 0.0275213
-0.93 0.15 0.141079 0.0258452
-0.93 0.17 0.0957854 0.0200536
-0.93 0.19 0.139706 0.0241946
-0.93 0.21 0.122047 0.0232195
-0.93 0.23 0.110266 0.0215753
-0.93 0.25 0.0943396 0.0197379
-0.93 0.27 0.15 0.0257577
-0.93 0.29 0.130268 0.0237514
-0.93 0.31 0.138462 0.0246228
-0.93 0.33 0.138211 0.0252881
-0.93 0.35 0.11828 0.0217735
-0.93 0.37 0.105455 0.0205891
-0.93 0.39 0.117438 0.0216104
-0.93 0.41 0.141079 0.0258452
-0.93 0.43 0.102459 0.021516
-0.93 0.45 0.127737 0.0229291
-0.93 0.47 0.07393 0.0175765
-0.93 0.49 0.189815 0.0323354
-0.93 0.51 0.135889 0.0231909
-0.93 0.53 0.107884 0.0222698
-0.93 0.55 0.102041 0.0214241
-0.93 0.57 0.0992063 0.0208022
-0.93 0.59 0.113281 0.0221953
-0.93 0.61 0.135021 0.025429
-0.93 0.63 0.123134 0.0227163
-0.93 0.65 0.0923077 0.0196927
-0.93 0.67 0.108871 0.0220633
-0.93 0.69 0.132075 0.0237534
-0.93 0.71 0.123077 0.0230572
-0.93 0.73 0.149798 0.0264067
-0.93 0.75 0.107759 0.0226832
-0.93 0.77 0.1 0.0209762
-0.93 0.79 0.122302 0.0222203
-0.93 0.81 0.117391 0.0238812
-0.93 0.83 0.107759 0.0226832
-0.93 0.85 0.0636364 0.0175403
-0.93 0.87 0.0948617 0.0202612
-0.93 0.89 0.149254 0.0292128
-0.91 -0.57 0.106061 0.0210797
-0.91 -0.55 0.116732 0.0225217
-0.91 -0.53 0.1625 0.0280555
-0.91 -0.51 0.150407 0.0265211
-0.91 -0.49 0.142857 0.023851
-0.91 -0.47 0.109375 0.021771
-0.91 -0.45 0.112554 0.0232828
-0.91 -0.43 0.114504 0.0220699
-0.91 -0.41 0.153226 0.026693
-0.91 -0.39 0.110294 0.0212183
-0.91 -0.37 0.137405 0.0244235
-0.91 -0.35 0.126531 0.0241205
-0.91 -0.33 0.177122 0.0277372
-0.91 -0.31 0.116 0.0227557
-0.91 -0.29 0.108614 0.0212363
-0.91 -0.27 0.0952381 0.0195469
-0.91 -0.25 0.136 0.0248593
-0.91 -0.23 0.126984 0.0238305
-0.91 -0.21 0.113971 0.0216047
-0.91 -0.19 0.11284 0.0221046
-0.91 -0.17 0.105839 0.0206678
-0.91 -0.15 0.145669 0.0256328
-0.91 -0.13 0.113281 0.0221953
-0.91 -0.11 0.157676 0.0275213
-0.91 -0.09 0.0854093 0.0181634
-0.91 -0.07 0.15444 0.0262371
-0.91 -0.05 0.123596 0.0228061
-0.91 -0.03 0.134146 0.0248689
-0.91 -0.01 0.104478 0.0207502
-0.91 0.01 0.130435 0.0231135
-0.91 0.03 0.126016 0.024017
-0.91 0.05 0.136882 0.024325
-0.91 0.07 0.09 0.0180831
-0.91 0.09 0.10989 0.0211367
-0.91 0.11 0.114583 0.0210582
-0.91 0.13 0.191011 0.0291898
-0.91 0.15 0.142857 0.0254535
-0.91 0.17 0.120155 0.0228402
-0.91 0.19 0.128788 0.0234661
-0.91 0.21 0.148472 0.0272875
-0.91 0.23 0.155462 0.0274727
-0.91 0.25 0.0869565 0.0185056
-0.91 0.27 0.135458 0.0247543
-0.91 0.29 0.108614 0.0212363
-0.91 0.31 0.125 0.0230797
-0.91 0.33 0.108392 0.0204956
-0.91 0.35 0.1 0.0194759
-0.91 0.37 0.10566 0.0209964
-0.91 0.39 0.111524 0.0214668
-0.91 0.41 0.128099 0.0244365
-0.91 0.43 0.117647 0.0219866
-0.91 0.45 0.123894 0.0248218
-0.91 0.47 0.116071 0.0240483
-0.91 0.49 0.136531 0.0239289
-0.91 0.51 0.107143 0.0216962
-0.91 0.53 0.114943 0.0221588
-0.91 0.55 0.130952 0.0242426
-0.91 0.57 0.109804 0.0218606
-0.91 0.59 0.124528 0.0229877
-0.91 0.61 0.100746 0.0203419
-0.91 0.63 0.130802 0.0249819
-0.91 0.65 0.156627 0.026973
-0.91 0.67 0.130612 0.0245508
-0.91 0.69 0.140969 0.0266187
-0.91 0.71 0.092 0.0200463
-0.91 0.73 0.144105 0.0268321
-0.91 0.75 0.112782 0.0217212
-0.91 0.77 0.0954198 0.0199737
-0.91 0.79 0.128 0.024032
-0.91 0.81 0.0826772 0.0187726
-0.91 0.83 0.111111 0.02254
-0.91 0.85 0.139918 0.0256195
-0.91 0.87 0.116071 0.0240483
-0.91 0.89 0.142222 0.02687
-0.91 0.91 0.0772532 0.018899
-0.89 -0.59 0.121212 0.022689
-0.89 -0.57 0.123932 0.0243979
-0.89 -0.55 0.12766 0.0225939
-0.89 -0.53 0.122807 0.0245922
-0.89 -0.51 0.115385 0.0234519
-0.89 -0.49 0.0794224 0.0175925
-0.89 -0.47 0.130597 0.0234722
-0.89 -0.45 0.107639 0.0203464
-0.89 -0.43 0.120482 0.0232843
-0.89 -0.41 0.134921 0.0246503
-0.89 -0.39 0.114625 0.0224721
-0.89 -0.37 0.118321 0.0224731
-0.89 -0.35 0.131474 0.0243448
-0.89 -0.33 0.07173 0.0180102
-0.89 -0.31 0.122137 0.0228716
-0.89 -0.29 0.144981 0.0248416
-0.89 -0.27 0.159696 0.0265363
-0.89 -0.25 0.153257 0.0260227
-0.89 -0.23 0.0915493 0.0187582
-0.89 -0.21 0.119403 0.0223323
-0.89 -0.19 0.104167 0.0199841
-0.89 -0.17 0.173554 0.0290109
-0.89 -0.15 0.140221 0.0242894
-0.89 -0.13 0.12782 0.0232797
-0.89 -0.11 0.100358 0.0198949
-0.89 -0.09 0.128472 0.0224364
-0.89 -0.07 0.0955882 0.0196219
-0.89 -0.05 0.0882353 0.0187888
-0.89 -0.03 0.0968992 0.0202971
-0.89 -0.01 0.119342 0.0234463
-0.89 0.01 0.124514 0.0233413
-0.89 0.03 0.0877863 0.0190913
-0.89 0.05 0.102041 0.0195574
-0.89 0.07 0.0891473 0.0193994
-0.89 0.09 0.118321 0.0224731
-0.89 0.11 0.136842 0.0233635
-0.89 0.13 0.138577 0.0243092
-0.89 0.15 0.164875 0.026237
-0.89 0.17 0.135135 0.0243365
-0.89 0.19 0.0766423 0.0173538
-0.89 0.21 0.0965251 0.0202153
-0.89 0.23 0.150376 0.0255016
-0.89 0.25 0.121212 0.022689
-0.89 0.27 0.112782 0.0217212
-0.89 0.29 0.104478 0.0207502
-0.89 0.31 0.0905797 0.0189186
-0.89 0.33 0.126531 0.0241205
-0.89 0.35 0.146245 0.0257406
-0.89 0.37 0.120155 0.0228402
-0.89 0.39 0.126531 0.0241205
-0.89 0.41 0.0989011 0.0199526
-0.89 0.43 0.161871 0.02601
-0.89 0.45 0.173585 0.0277262
-0.89 0.47 0.106762 0.020506
-0.89 0.49 0.0963855 0.020601
-0.89 0.51 0.12749 0.0239308
-0.89 0.53 0.0973154 0.0189299
-0.89 0.55 0.12749 0.0239308
-0.89 0.57 0.149194 0.0262933
-0.89 0.59 0.0632411 0.0163025
-0.89 0.61 0.104 0.0214304
-0.89 0.63 0.126984 0.0238305
-0.89 0.65 0.133621 0.0255521
-0.89 0.67 0.110638 0.0228668
-0.89 0.69 0.110672 0.022042
-0.89 0.71 0.112069 0.0231774
-0.89 0.73 0.103734 0.0217964
-0.89 0.75 0.135246 0.0250849
-0.89 0.77 0.102881 0.0216087
-0.89 0.79 0.0967742 0.0206877
-0.89 0.81 0.0973783 0.0200057
-0.89 0.83 0.139535 0.0271948
-0.89 0.85 0.121076 0.0246714
-0.89 0.87 0.0815451 0.0194555
-0.89 0.89 0.145833 0.0263866
-0.89 0.91 0.090535 0.020157
-0.87 -0.61 0.10274 0.0196976
-0.87 -0.59 0.121673 0.0227799
-0.87 -0.57 0.11032 0.0208785
-0.87 -0.55 0.0849421 0.0188632
-0.87 -0.53 0.199115 0.0325034
-0.87 -0.51 0.17284 0.0288827
-0.87 -0.49 0.138211 0.0252881
-0.87 -0.47 0.130252 0.0248709
-0.87 -0.45 0.132 0.0244478
-0.87 -0.43 0.0929368 0.0194319
-0.87 -0.41 0.132231 0.0248729
-0.87 -0.39 0.101974 0.0192262
-0.87 -0.37 0.107914 0.0207381
-0.87 -0.35 0.157706 0.0255812
-0.87 -0.33 0.125 0.0230797
-0.87 -0.31 0.128676 0.0231073
-0.87 -0.29 0.138182 0.0239147
-0.87 -0.27 0.165877 0.0302746
-0.87 -0.25 0.127273 0.022841
-0.87 -0.23 0.118959 0.0222449
-0.87 -0.21 0.130435 0.0231135
-0.87 -0.19 0.102564 0.0203525
-0.87 -0.17 0.116788 0.0218177
-0.87 -0.15 0.101562 0.0209051
-0.87 -0.13 0.125 0.0242061
-0.87 -0.11 0.126394 0.0230055
-0.87 -0.09 0.0948905 0.0194725
-0.87 -0.07 0.107143 0.0205828
-0.87 -0.05 0.138462 0.0246228
-0.87 -0.03 0.121212 0.022689
-0.87 -0.01 0.111111 0.0210356
-0.87 0.01 0.145228 0.0262702
-0.87 0.03 0.120482 0.0232843
-0.87 0.05 0.0980392 0.0205465
-0.87 0.07 0.122951 0.0237876
-0.87 0.09 0.146617 0.0251397
-0.87 0.11 0.0918728 0.0188272
-0.87 0.13 0.0810811 0.0183967
-0.87 0.15 0.115672 0.0219439
-0.87 0.17 0.104693 0.0204334
-0.87 0.19 0.120567 0.0218882
-0.87 0.21 0.121771 0.0224512
-0.87 0.23 0.107914 0.0207381
-0.87 0.25 0.141791 0.0245782
-0.87 0.27 0.106618 0.0208271
-0.87 0.29 0.0977444 0.0200843
-0.87 0.31 0.124088 0.0225626
-0.87 0.33 0.156489 0.0262822
-0.87 0.35 0.11583 0.0223388
-0.87 0.37 0.0891473 0.0193994
-0.87 0.39 0.143426 0.0255612
-0.87 0.41 0.128631 0.0245437
-0.87 0.43 0.106299 0.0215171
-0.87 0.45 0.145161 0.0258901
-0.87 0.47 0.142857 0.0261914
-0.87 0.49 0.0976431 0.0189965
-0.87 0.51 0.120623 0.0229339
-0.87 0.53 0.140496 0.0257318
-0.87 0.55 0.125 0.0242061
-0.87 0.57 0.133333 0.0243432
-0.87 0.59 0.101124 0.0204215
-0.87 0.61 0.103053 0.0208295
-0.87 0.63 0.118852 0.0233451
-0.87 0.65 0.132296 0.0241427
-0.87 0.67 0.189427 0.0315048
-0.87 0.69 0.133891 0.0252036
-0.87 0.71 0.106299 0.0215171
-0.87 0.73 0.105882 0.0214287
-0.87 0.75 0.0817844 0.0181355
-0.87 0.77 0.130612 0.0245508
-0.87 0.79 0.159624 0.0294794
-0.87 0.81 0.12605 0.024421
-0.87 0.83 0.0737705 0.0180178
-0.87 0.85 0.0846774 0.0192446
-0.87 0.87 0.0965251 0.0202153
-0.87 0.89 0.103734 0.0217964
-0.87 0.91 0.103734 0.0217964
-0.87 0.93 0.0983607 0.0210421
-0.85 -0.63 0.148936 0.0246334
-0.85 -0.61 0.142857 0.0265853
-0.85 -0.59 0.125506 0.0239143
-0.85 -0.57 0.102662 0.0207466
-0.85 -0.55 0.128099 0.0244365
-0.85 -0.53 0.129771 0.0236556
-0.85 -0.51 0.140625 0.0250313
-0.85 -0.49 0.168539 0.0271592
-0.85 -0.47 0.140684 0.0247018
-0.85 -0.45 0.139442 0.0251598
-0.85 -0.43 0.119149 0.0238207
-0.85 -0.41 0.154762 0.0266304
-0.85 -0.39 0.0972763 0.0203796
-0.85 -0.37 0.124 0.0236115
-0.85 -0.35 0.113725 0.0222868
-0.85 -0.33 0.138462 0.0246228
-0.85 -0.31 0.130435 0.0241412
-0.85 -0.29 0.104167 0.0199841
-0.85 -0.27 0.153846 0.0261295
-0.85 -0.25 0.127413 0.0235504
-0.85 -0.23 0.120968 0.0233833
-0.85 -0.21 0.115385 0.0222484
-0.85 -0.19 0.100746 0.0203419
-0.85 -0.17 0.163636 0.0263137
-0.85 -0.15 0.110656 0.022443
-0.85 -0.13 0.156716 0.0260078
-0.85 -0.11 0.151639 0.0267528
-0.85 -0.09 0.108108 0.0215065
-0.85 -0.07 0.104651 0.0211678
-0.85 -0.05 0.118321 0.0224731
-0.85 -0.03 0.11194 0.021551
-0.85 -0.01 0.134921 0.0246503
-0.85 0.01 0.109091 0.0209755
-0.85 0.03 0.116466 0.0228519
-0.85 0.05 0.0845588 0.0183621
-0.85 0.07 0.168582 0.0274736
-0.85 0.09 0.122047 0.0232195
-0.85 0.11 0.101504 0.0205019
-0.85 0.13 0.142292 0.0253466
-0.85 0.15 0.128676 0.0231073
-0.85 0.17 0.121457 0.0234831
-0.85 0.19 0.13308 0.0239447
-0.85 0.21 0.136187 0.0245372
-0.85 0.23 0.107692 0.0214198
-0.85 0.25 0.130952 0.0242426
-0.85 0.27 0.112903 0.022509
-0.85 0.29 0.151639 0.0267528
-0.85 0.31 0.121429 0.022053
-0.85 0.33 0.0902527 0.0188475
-0.85 0.35 0.171756 0.0277156
-0.85 0.37 0.137795 0.0248446
-0.85 0.39 0.0995851 0.0213159
-0.85 0.41 0.0957447 0.019288
-0.85 0.43 0.115385 0.0222484
-0.85 0.45 0.0892857 0.0186373
-0.85 0.47 0.106719 0.0216063
-0.85 0.49 0.0703704 0.0167024
-0.85 0.51 0.113821 0.0227013
-0.85 0.53 0.108303 0.0208166
-0.85 0.55 0.121212 0.022689
-0.85 0.57 0.0794224 0.0175925
-0.85 0.59 0.11236 0.0216358
-0.85 0.61 0.129555 0.0243406
-0.85 0.63 0.0817844 0.0181355
-0.85 0.65 0.121951 0.0235837
-0.85 0.67 0.0970149 0.0199277
-0.85 0.69 0.134694 0.0249764
-0.85 0.71 0.129707 0.0247609
-0.85 0.73 0.0763636 0.0172885
-0.85 0.75 0.120879 0.0222779
-0.85 0.77 0.114068 0.0219817
-0.85 0.79 0.106383 0.0223797
-0.85 0.81 0.0944206 0.0210595
-0.85 0.83 0.11215 0.024142
-0.85 0.85 0.0983607 0.0210421
-0.85 0.87 0.0950226 0.0216985
-0.85 0.89 0.126016 0.024017
-0.85 0.91 0.0912863 0.0203312
-0.85 0.93 0.113821 0.0227013
-0.83 -0.65 0.147059 0.0266226
-0.83 -0.63 0.160643 0.027364
-0.83 -0.61 0.125 0.02462
-0.83 -0.59 0.145749 0.0260015
-0.83 -0.57 0.13617 0.0256584
-0.83 -0.55 0.117424 0.0222939
-0.83 -0.53 0.123077 0.0230572
-0.83 -0.51 0.146018 0.027211
-0.83 -0.49 0.103734 0.0217964
-0.83 -0.47 0.128302 0.0233726
-0.83 -0.45 0.115672 0.0219439
-0.83 -0.43 0.16996 0.0280349
-0.83 -0.41 0.134694 0.0249764
-0.83 -0.39 0.142308 0.0250046
-0.83 -0.37 0.11236 0.0216358
-0.83 -0.35 0.115538 0.0226604
-0.83 -0.33 0.142259 0.026075
-0.83 -0.31 0.109434 0.0214044
-0.83 -0.29 0.124464 0.0245084
-0.83 -0.27 0.123506 0.0235123
-0.83 -0.25 0.0942623 0.0205606
-0.83 -0.23 0.117886 0.0231453
-0.83 -0.21 0.131783 0.0240437
-0.83 -0.19 0.144578 0.0257795
-0.83 -0.17 0.125926 0.0229156
-0.83 -0.15 0.0926641 0.0197719
-0.83 -0.13 0.115079 0.0225658
-0.83 -0.11 0.171315 0.0282747
-0.83 -0.09 0.0842105 0.0178985
-0.83 -0.07 0.114286 0.0227988
-0.83 -0.05 0.164794 0.0268126
-0.83 -0.03 0.121212 0.022689
-0.83 -0.01 0.160448 0.026358
-0.83 0.01 0.141221 0.0248019
-0.83 0.03 0.152 0.0264654
-0.83 0.05 0.110701 0.0213005
-0.83 0.07 0.100372 0.0202628
-0.83 0.09 0.125899 0.0225808
-0.83 0.11 0.132231 0.0248729
-0.83 0.13 0.157895 0.0253277
-0.83 0.15 0.139344 0.025508
-0.83 0.17 0.095057 0.0198945
-0.83 0.19 0.121429 0.022053
-0.83 0.21 0.135659 0.0244365
-0.83 0.23 0.151394 0.026353
-0.83 0.25 0.113924 0.0231399
-0.83 0.27 0.127049 0.0242249
-0.83 0.29 0.118577 0.0228967
-0.83 0.31 0.12253 0.0233163
-0.83 0.33 0.15625 0.0265654
-0.83 0.35 0.111111 0.0213833
-0.83 0.37 0.13308 0.0239447
-0.83 0.39 0.105263 0.0217031
-0.83 0.41 0.130112 0.0233799
-0.83 0.43 0.104651 0.0211678
-0.83 0.45 0.0948617 0.0202612
-0.83 0.47 0.111486 0.0204606
-0.83 0.49 0.104651 0.0211678
-0.83 0.51 0.0894942 0.019478
-0.83 0.53 0.0714286 0.0174268
